Orthogroup	Prah	Other
OG0000024	Prah.g_02171	Praa.g_01409
OG0000032	Prah.g_00091	Prbm.g_00391, Prbm.g_00393
OG0000034	Prah.g_02219	Prau.g_01448
OG0000044	Prah.g_00104	Prbb.g_00874
OG0000044	Prah.g_00104	Prbb.g_00874
OG0000044	Prah.g_00104	Praa.g_01415
OG0000044	Prah.g_00104	Pral.g_00639
OG0000044	Prah.g_00104	Pral.g_00639
OG0000044	Prah.g_00104	Prae.g_01422
OG0000058	Prah.g_00105	Prab.g_00479
OG0000058	Prah.g_00105	Pran.g_01703
OG0000058	Prah.g_00105	Prai.g_00505
OG0000058	Prah.g_00105	Prbb.g_00873
OG0000058	Prah.g_00105	Prbb.g_00873
OG0000058	Prah.g_00105	Praa.g_01414
OG0000083	Prah.g_00004	Prae.g_01306
OG0000110	Prah.g_01446	Prae.g_01301
OG0000119	Prah.g_02526	Prac.g_01959
OG0000137	Prah.g_00116	Praq.g_00683
OG0000137	Prah.g_00116	Prar.g_00669
OG0000137	Prah.g_00116	Prac.g_00057
OG0000137	Prah.g_00116	Prbi.g_02011
OG0000137	Prah.g_00116	Prad.g_01615
OG0000137	Prah.g_00116	Prbd.g_01317
OG0000137	Prah.g_00116	Prax.g_01411
OG0000137	Prah.g_00116	Praa.g_01849
OG0000137	Prah.g_00116	Prae.g_01832
OG0000137	Prah.g_00116	Prau.g_01942
OG0000137	Prah.g_00116	Pras.g_00761
OG0001830	Prah.g_00120	Prav.g_01510
