Orthogroup	Prbb	Other
OG0000013	Prbb.g_01158	Prax.g_00410
OG0000018	Prbb.g_01560, Prbb.g_01328, Prbb.g_00299	Prau.g_00243
OG0000024	Prbb.g_00357	Praa.g_01409
OG0000034	Prbb.g_00112	Prau.g_01448
OG0000041	Prbb.g_01286	Pras.g_01285
OG0000044	Prbb.g_00874	Pral.g_00639
OG0000044	Prbb.g_00874	Prah.g_00104
OG0000044	Prbb.g_00874	Praa.g_01415
OG0000044	Prbb.g_00874	Prae.g_01422
OG0000044	Prbb.g_00874	Pral.g_00639
OG0000044	Prbb.g_00874	Prah.g_00104
OG0000058	Prbb.g_00873	Prab.g_00479
OG0000058	Prbb.g_00873	Pran.g_01703
OG0000058	Prbb.g_00873	Prai.g_00505
OG0000058	Prbb.g_00873	Praa.g_01414
OG0000058	Prbb.g_00873	Prah.g_00105
OG0000058	Prbb.g_00873	Prah.g_00105
OG0000063	Prbb.g_01399	Pral.g_01881
OG0000072	Prbb.g_00373	Prax.g_01783
OG0000091	Prbb.g_00226	Prae.g_01396
OG0000119	Prbb.g_01890	Prac.g_01959
OG0001539	Prbb.g_01261	Prao.g_00012
OG0001830	Prbb.g_00854	Prav.g_01510
