Orthogroup	Praa	Other
OG0000024	Praa.g_01409	Prao.g_01213
OG0000024	Praa.g_01409	Prak.g_00325
OG0000024	Praa.g_01409	Prbf.g_01647
OG0000024	Praa.g_01409	Prbe.g_01861
OG0000024	Praa.g_01409	Prap.g_01403
OG0000024	Praa.g_01409	Prbg.g_00086
OG0000024	Praa.g_01409	Prbn.g_00074
OG0000024	Praa.g_01409	Pram.g_00295
OG0000024	Praa.g_01409	Prbh.g_00472
OG0000024	Praa.g_01409	Prat.g_00314, Prat.g_01267
OG0000024	Praa.g_01409	Pral.g_00732, Pral.g_01261
OG0000024	Praa.g_01409	Praj.g_00341, Praj.g_01609
OG0000024	Praa.g_01409	Prbm.g_00362, Prbm.g_02126
OG0000024	Praa.g_01409	Prbc.g_01198, Prbc.g_00680
OG0000024	Praa.g_01409	Prbb.g_00357
OG0000024	Praa.g_01409	Prbj.g_01442
OG0000024	Praa.g_01409	Prbl.g_01416
OG0000024	Praa.g_01409	Prbk.g_00454
OG0000024	Praa.g_01409	Praf.g_02319, Praf.g_00112
OG0000024	Praa.g_01409	Prah.g_02171
OG0000024	Praa.g_01409	Pras.g_00304
OG0000024	Praa.g_01409	Prae.g_01401
OG0000024	Praa.g_01409	Prau.g_01470
OG0000024	Praa.g_01409	Pras.g_00304
OG0000024	Praa.g_01409	Prae.g_01401
OG0000024	Praa.g_01409	Prau.g_01470
OG0000034	Praa.g_01447	Pras.g_00285
OG0000034	Praa.g_01447	Prbn.g_00190
OG0000034	Praa.g_01447	Prbg.g_00569
OG0000034	Praa.g_01447	Prap.g_00099
OG0000034	Praa.g_01447	Prak.g_01369
OG0000034	Praa.g_01447	Prbe.g_00333
OG0000034	Praa.g_01447	Prbf.g_00135
OG0000044	Praa.g_01415	Prbb.g_00874
OG0000044	Praa.g_01415	Pral.g_00639
OG0000044	Praa.g_01415	Prah.g_00104
OG0000058	Praa.g_01414	Prbb.g_00873
OG0000058	Praa.g_01414	Prah.g_00105
OG0000063	Praa.g_01255	Pral.g_01881
OG0000119	Praa.g_01130	Prac.g_01959
OG0000137	Praa.g_01849	Prah.g_00116
OG0001427	Praa.g_00371	Pral.g_01294
OG0001518	Praa.g_01622	Pras.g_00506
