locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prbd.g_00001	gene	708				
Prbd.g_00001	CDS	708				hypothetical protein
Prbd.g_00002	gene	693				
Prbd.g_00002	CDS	693				hypothetical protein
Prbd.g_00003	gene	273				
Prbd.g_00003	CDS	273				hypothetical protein
Prbd.g_00004	gene	267				
Prbd.g_00004	CDS	267				hypothetical protein
Prbd.g_00005	gene	150				
Prbd.g_00005	CDS	150				hypothetical protein
Prbd.g_00006	gene	195				
Prbd.g_00006	CDS	195				hypothetical protein
Prbd.g_00007	gene	267				
Prbd.g_00007	CDS	267				hypothetical protein
Prbd.g_00008	gene	2334	rtpR			
Prbd.g_00008	CDS	2334	rtpR	1.17.4.2		Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
Prbd.g_00009	gene	696	tam_1			
Prbd.g_00009	CDS	696	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
Prbd.g_00010	gene	1638	prfC			
Prbd.g_00010	CDS	1638	prfC			Peptide chain release factor 3
Prbd.g_00011	gene	675				
Prbd.g_00011	CDS	675				hypothetical protein
Prbd.g_00012	gene	909	hslO			
Prbd.g_00012	CDS	909	hslO		COG1281	33 kDa chaperonin
Prbd.g_00013	gene	648	ecfA2			
Prbd.g_00013	CDS	648	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
Prbd.g_00014	gene	444				
Prbd.g_00014	CDS	444				hypothetical protein
Prbd.g_00015	gene	774	rsmE			
Prbd.g_00015	CDS	774	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
Prbd.g_00016	gene	744				
Prbd.g_00016	CDS	744				hypothetical protein
Prbd.g_00017	gene	645				
Prbd.g_00017	CDS	645				hypothetical protein
Prbd.g_00018	gene	1503				
Prbd.g_00018	CDS	1503				hypothetical protein
Prbd.g_00019	gene	741	thiQ			
Prbd.g_00019	CDS	741	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
Prbd.g_00020	gene	894	phnD1			
Prbd.g_00020	CDS	894	phnD1		COG3221	putative ABC transporter phosphite binding protein PhnD1
Prbd.g_00021	gene	1182	aspC			
