HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N30.HOG0000000	OG0000000	n56																Prap.g_00494																Prbf.g_00880																												
N30.HOG0000001	OG0000000	n142																Prap.g_01862																Prbf.g_00776																												
N30.HOG0000002	OG0000000	n153																Prap.g_00493, Prap.g_01861																Prbf.g_00775, Prbf.g_00881																												
N30.HOG0000003	OG0000000	n156																Prap.g_01846																Prbf.g_00760																												
N30.HOG0000004	OG0000001	n11																Prap.g_01925																Prbf.g_00068																												
N30.HOG0000005	OG0000001	n168																Prap.g_00653																Prbf.g_00831																												
N30.HOG0000006	OG0000002	n14																Prap.g_00720																Prbf.g_01182																												
N30.HOG0000007	OG0000002	n23																Prap.g_00715																Prbf.g_01177																												
N30.HOG0000008	OG0000002	n51																Prap.g_00486																Prbf.g_00888																												
N30.HOG0000009	OG0000002	n63																Prap.g_01946																Prbf.g_00089																												
N30.HOG0000010	OG0000002	n68																Prap.g_00484																Prbf.g_00890																												
N30.HOG0000011	OG0000002	n73																Prap.g_00491																Prbf.g_00883																												
N30.HOG0000012	OG0000002	n82																Prap.g_00224																Prbf.g_00260																												
N30.HOG0000013	OG0000002	n90																Prap.g_00823																Prbf.g_01285																												
N30.HOG0000014	OG0000004	n1																Prap.g_00802																Prbf.g_01264																												
N30.HOG0000015	OG0000004	n53																Prap.g_01480																Prbf.g_01570																												
N30.HOG0000016	OG0000005	n41																Prap.g_00204																Prbf.g_00240																												
