locus_tag	ftype	length_bp	gene	EC_number	COG	product
Syaf.g_00001	gene	1473				
Syaf.g_00001	CDS	1473				hypothetical protein
Syaf.g_00002	gene	483	petD			
Syaf.g_00002	CDS	483	petD			Cytochrome b6-f complex subunit 4
Syaf.g_00003	gene	657	petB			
Syaf.g_00003	CDS	657	petB		COG1290	Cytochrome b6
Syaf.g_00004	gene	1278				
Syaf.g_00004	CDS	1278		3.4.21.-		putative CtpA-like serine protease
Syaf.g_00005	gene	1266				
Syaf.g_00005	CDS	1266				hypothetical protein
Syaf.g_00006	gene	639	minC			
Syaf.g_00006	CDS	639	minC			septum site-determining protein MinC
Syaf.g_00007	gene	813	minD			
Syaf.g_00007	CDS	813	minD		COG2894	Septum site-determining protein MinD
Syaf.g_00008	gene	288	minE			
Syaf.g_00008	CDS	288	minE			Cell division topological specificity factor
Syaf.g_00009	gene	72				
Syaf.g_00009	tRNA	72				tRNA-Thr(tgt)
Syaf.g_00010	gene	141				
Syaf.g_00010	CDS	141				hypothetical protein
Syaf.g_00011	gene	615	tsaC			
Syaf.g_00011	CDS	615	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
Syaf.g_00012	gene	888	prmC			
Syaf.g_00012	CDS	888	prmC	2.1.1.297		Release factor glutamine methyltransferase
Syaf.g_00013	gene	1017				
Syaf.g_00013	CDS	1017				hypothetical protein
Syaf.g_00014	gene	405				
Syaf.g_00014	CDS	405		3.1.-.-	COG0824	Putative esterase
Syaf.g_00015	gene	849				
Syaf.g_00015	CDS	849				hypothetical protein
Syaf.g_00016	gene	105	psbM			
Syaf.g_00016	CDS	105	psbM			Photosystem II reaction center protein M
Syaf.g_00017	gene	477				
Syaf.g_00017	CDS	477				hypothetical protein
Syaf.g_00018	gene	1560	psbB			
Syaf.g_00018	CDS	1560	psbB			Photosystem II CP47 reaction center protein
Syaf.g_00019	gene	96	psbT			
Syaf.g_00019	CDS	96	psbT			Photosystem II reaction center protein T
Syaf.g_00020	gene	483	nrdR			
Syaf.g_00020	CDS	483	nrdR		COG1327	Transcriptional repressor NrdR
Syaf.g_00021	gene	1092	rpsA			
Syaf.g_00021	CDS	1092	rpsA		COG0539	30S ribosomal protein S1
Syaf.g_00022	gene	774	gph_1			
Syaf.g_00022	CDS	774	gph_1	3.1.3.18		Phosphoglycolate phosphatase
Syaf.g_00023	gene	1260	metK			
Syaf.g_00023	CDS	1260	metK	2.5.1.6		S-adenosylmethionine synthase
Syaf.g_00024	gene	1239	PSK			
Syaf.g_00024	CDS	1239	PSK	2.7.1.47	COG1070	D-ribulose kinase
Syaf.g_00025	gene	114				
Syaf.g_00025	CDS	114				hypothetical protein
Syaf.g_00026	gene	276				
Syaf.g_00026	CDS	276				hypothetical protein
Syaf.g_00027	gene	645				
Syaf.g_00027	CDS	645				hypothetical protein
Syaf.g_00028	gene	73				
Syaf.g_00028	tRNA	73				tRNA-Phe(gaa)
Syaf.g_00029	gene	501				
Syaf.g_00029	CDS	501				hypothetical protein
Syaf.g_00030	gene	657				
Syaf.g_00030	CDS	657				hypothetical protein
Syaf.g_00031	gene	510				
Syaf.g_00031	CDS	510				hypothetical protein
Syaf.g_00032	gene	576				
Syaf.g_00032	CDS	576				hypothetical protein
Syaf.g_00033	gene	759				
Syaf.g_00033	CDS	759				hypothetical protein
Syaf.g_00034	gene	714				
Syaf.g_00034	CDS	714				hypothetical protein
Syaf.g_00035	gene	885	cpeC			
Syaf.g_00035	CDS	885	cpeC			Phycobilisome 31.8 kDa linker polypeptide, phycoerythrin-associated, rod
Syaf.g_00036	gene	1650				
Syaf.g_00036	CDS	1650				hypothetical protein
Syaf.g_00037	gene	744	pecC			
Syaf.g_00037	CDS	744	pecC			Phycobilisome 34.5 kDa linker polypeptide, phycoerythrocyanin-associated, rod
Syaf.g_00038	gene	213				
Syaf.g_00038	CDS	213				hypothetical protein
Syaf.g_00039	gene	576	cpeS			
Syaf.g_00039	CDS	576	cpeS	4.-.-.-		Putative phycoerythrobilin lyase CpeS
Syaf.g_00040	gene	615	cpeT			
Syaf.g_00040	CDS	615	cpeT	4.-.-.-		putative phycoerythrobilin lyase CpeT
Syaf.g_00041	gene	234				
Syaf.g_00041	CDS	234				hypothetical protein
Syaf.g_00042	gene	321				
Syaf.g_00042	CDS	321				hypothetical protein
Syaf.g_00043	gene	1197				
Syaf.g_00043	CDS	1197				hypothetical protein
Syaf.g_00044	gene	537	mpeB			
Syaf.g_00044	CDS	537	mpeB			C-phycoerythrin class 2 subunit beta
Syaf.g_00045	gene	498	mpeA			
Syaf.g_00045	CDS	498	mpeA			C-phycoerythrin class 2 subunit alpha
Syaf.g_00046	gene	837	mpeC_1			
Syaf.g_00046	CDS	837	mpeC_1			Phycoerythrin class 2 subunit gamma, linker polypeptide
Syaf.g_00047	gene	918				
Syaf.g_00047	CDS	918				hypothetical protein
Syaf.g_00048	gene	984				
Syaf.g_00048	CDS	984				hypothetical protein
Syaf.g_00049	gene	966				
Syaf.g_00049	CDS	966				hypothetical protein
Syaf.g_00050	gene	1194				
Syaf.g_00050	CDS	1194				hypothetical protein
Syaf.g_00051	gene	345				
Syaf.g_00051	CDS	345				hypothetical protein
Syaf.g_00052	gene	588				
Syaf.g_00052	CDS	588				putative phycocyanin operon protein Z
Syaf.g_00053	gene	1326				
Syaf.g_00053	CDS	1326				hypothetical protein
Syaf.g_00054	gene	285				
Syaf.g_00054	CDS	285				hypothetical protein
Syaf.g_00055	gene	495	cpeA			
Syaf.g_00055	CDS	495	cpeA			C-phycoerythrin class 1 subunit alpha
Syaf.g_00056	gene	555	cpeB			
Syaf.g_00056	CDS	555	cpeB			C-phycoerythrin class 1 subunit beta
Syaf.g_00057	gene	234				
Syaf.g_00057	CDS	234				hypothetical protein
Syaf.g_00058	gene	612	cpcS1			
Syaf.g_00058	CDS	612	cpcS1	4.-.-.-		Phycocyanobilin lyase CpcS 1
Syaf.g_00059	gene	708	pebA			
Syaf.g_00059	CDS	708	pebA	1.3.7.2		15,16-dihydrobiliverdin:ferredoxin oxidoreductase
Syaf.g_00060	gene	816	pebB			
Syaf.g_00060	CDS	816	pebB	1.3.7.3		Phycoerythrobilin:ferredoxin oxidoreductase
Syaf.g_00061	gene	519	rpcB			
Syaf.g_00061	CDS	519	rpcB			R-phycocyanin-2 beta chain
Syaf.g_00062	gene	489	rpcA			
Syaf.g_00062	CDS	489	rpcA			R-phycocyanin-2 subunit alpha
Syaf.g_00063	gene	594	cpcT1			
Syaf.g_00063	CDS	594	cpcT1	4.-.-.-		Phycocyanobilin lyase CpcT
Syaf.g_00064	gene	774	cpcE			
Syaf.g_00064	CDS	774	cpcE	4.-.-.-	COG1413	Phycocyanobilin lyase subunit alpha
Syaf.g_00065	gene	633	cpcF			
Syaf.g_00065	CDS	633	cpcF	4.-.-.-	COG1413	Phycocyanobilin lyase subunit beta
Syaf.g_00066	gene	480				
Syaf.g_00066	CDS	480		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
Syaf.g_00067	gene	1434	panC/cmk			
Syaf.g_00067	CDS	1434	panC/cmk	2.7.4.25		Bifunctional pantoate ligase/cytidylate kinase
Syaf.g_00068	gene	540	rlpA_1			
Syaf.g_00068	CDS	540	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
Syaf.g_00069	gene	87				
Syaf.g_00069	tRNA	87				tRNA-Ser(gct)
Syaf.g_00070	gene	642				
Syaf.g_00070	CDS	642				hypothetical protein
Syaf.g_00071	gene	1017				
Syaf.g_00071	CDS	1017		1.-.-.-	COG0667	putative oxidoreductase
Syaf.g_00072	gene	474				
Syaf.g_00072	CDS	474				hypothetical protein
Syaf.g_00073	gene	71				
Syaf.g_00073	tRNA	71				tRNA-Cys(gca)
Syaf.g_00074	gene	258				
Syaf.g_00074	CDS	258				hypothetical protein
Syaf.g_00075	gene	645	rnd			
Syaf.g_00075	CDS	645	rnd	3.1.13.5		Ribonuclease D
Syaf.g_00076	gene	489				
Syaf.g_00076	CDS	489				hypothetical protein
Syaf.g_00077	gene	555				
Syaf.g_00077	CDS	555				hypothetical protein
Syaf.g_00078	gene	846				
Syaf.g_00078	CDS	846				hypothetical protein
Syaf.g_00079	gene	1089	hemF			
Syaf.g_00079	CDS	1089	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
Syaf.g_00080	gene	1086				
Syaf.g_00080	CDS	1086				Iron-sulfur cluster carrier protein
