HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N33.HOG0000000	OG0000001	n67																																																										Syar.g_00069		Syat.g_02910, Syat.g_02911
N33.HOG0000001	OG0000001	n97																																																								Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615		Syar.g_00070	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373	Syat.g_02908, Syat.g_02909
N33.HOG0000002	OG0000001	n141																																																												Syat.g_01540
N33.HOG0000003	OG0000001	n159																																																								Syap.g_00399		Syar.g_02229		Syat.g_00878
N33.HOG0000004	OG0000003	n3																																																								Syap.g_00679		Syar.g_00836	Syas.g_01418	
N33.HOG0000005	OG0000003	n47																																																											Syas.g_00054	
N33.HOG0000006	OG0000004	n1																																																										Syar.g_02051	Syas.g_00176	
N33.HOG0000007	OG0000004	n90																																																											Syas.g_00509	
N33.HOG0000008	OG0000004	n91																																																											Syas.g_00174, Syas.g_00311	
N33.HOG0000009	OG0000004	n108																																																								Syap.g_01987		Syar.g_00842	Syas.g_00072	
N33.HOG0000010	OG0000005	n1																																																								Syap.g_01773		Syar.g_02952	Syas.g_02665	Syat.g_03065
N33.HOG0000011	OG0000005	n42																																																											Syas.g_01048	
N33.HOG0000012	OG0000005	n46																																																								Syap.g_01218		Syar.g_02909	Syas.g_02704	Syat.g_03105
N33.HOG0000013	OG0000005	n83																																																										Syar.g_01752		Syat.g_01038
N33.HOG0000014	OG0000006	n25																																																								Syap.g_02770		Syar.g_02439		Syat.g_00371
N33.HOG0000015	OG0000006	n44																																																											Syas.g_00942	
N33.HOG0000016	OG0000006	n48																																																										Syar.g_00151, Syar.g_02056, Syar.g_03013	Syas.g_01684, Syas.g_02565	Syat.g_01439, Syat.g_01865
