HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N45.HOG0000000	OG0000001	n46																																												Syad.g_00628						Syaj.g_02674										
N45.HOG0000001	OG0000001	n76																																												Syad.g_02863						Syaj.g_01948										
N45.HOG0000002	OG0000001	n77																																												Syad.g_02862						Syaj.g_01947										
N45.HOG0000003	OG0000001	n78																																												Syad.g_02864						Syaj.g_01949, Syaj.g_01952										
N45.HOG0000004	OG0000001	n97																																												Syad.g_02865						Syaj.g_01950										
N45.HOG0000005	OG0000001	n141																																												Syad.g_01238, Syad.g_00611						Syaj.g_02660										
N45.HOG0000006	OG0000002	n1																																												Syad.g_00619						Syaj.g_02667										
N45.HOG0000007	OG0000003	n28																																												Syad.g_01931, Syad.g_01926, Syad.g_02599																
N45.HOG0000008	OG0000003	n34																																												Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996																
N45.HOG0000009	OG0000003	n114																																												Syad.g_01327, Syad.g_01331																
N45.HOG0000010	OG0000004	n1																																												Syad.g_01304						Syaj.g_00441										
N45.HOG0000011	OG0000004	n88																																												Syad.g_02184						Syaj.g_01314										
N45.HOG0000012	OG0000004	n108																																												Syad.g_00810						Syaj.g_02853										
N45.HOG0000013	OG0000005	n1																																												Syad.g_02639						Syaj.g_01736										
N45.HOG0000014	OG0000005	n44																																												Syad.g_01265						Syaj.g_00404										
N45.HOG0000015	OG0000005	n46																																												Syad.g_02596						Syaj.g_01698										
N45.HOG0000016	OG0000005	n83																																												Syad.g_02028						Syaj.g_01155										
N45.HOG0000017	OG0000006	n25																																												Syad.g_02130																
N45.HOG0000018	OG0000006	n48																																												Syad.g_00588, Syad.g_00829						Syaj.g_02635										
N45.HOG0000019	OG0000007	n1																																												Syad.g_00923						Syaj.g_00091										
N45.HOG0000020	OG0000007	n56																																												Syad.g_02623						Syaj.g_01721										
N45.HOG0000021	OG0000008	n2																																																		Syaj.g_00496										
N45.HOG0000022	OG0000008	n46																																												Syad.g_01371						Syaj.g_00497										
N45.HOG0000023	OG0000009	n51																																												Syad.g_01952						Syaj.g_01069										
N45.HOG0000024	OG0000009	n53																																												Syad.g_00868																
N45.HOG0000025	OG0000009	n56																																												Syad.g_02799						Syaj.g_01885										
N45.HOG0000026	OG0000010	n23																																												Syad.g_02354						Syaj.g_01445										
N45.HOG0000027	OG0000011	n1																																												Syad.g_02006						Syaj.g_01133										
N45.HOG0000028	OG0000011	n52																																												Syad.g_02680						Syaj.g_01780										
N45.HOG0000029	OG0000012	n20																																												Syad.g_02176						Syaj.g_01306										
N45.HOG0000030	OG0000012	n39																																												Syad.g_01702						Syaj.g_00003, Syaj.g_01793, Syaj.g_00831										
N45.HOG0000031	OG0000012	n49																																												Syad.g_01579, Syad.g_01008						Syaj.g_00172										
N45.HOG0000032	OG0000013	n39																																												Syad.g_00729						Syaj.g_02774										
N45.HOG0000033	OG0000013	n52																																												Syad.g_00737						Syaj.g_02782										
N45.HOG0000034	OG0000013	n62																																												Syad.g_00724						Syaj.g_02769										
N45.HOG0000035	OG0000014	n2																																												Syad.g_00480						Syaj.g_02522										
N45.HOG0000036	OG0000014	n66																																												Syad.g_00297																
N45.HOG0000037	OG0000014	n69																																												Syad.g_00260																
N45.HOG0000038	OG0000014	n73																																																		Syaj.g_02344										
N45.HOG0000039	OG0000015	n43																																												Syad.g_00142						Syaj.g_02242										
N45.HOG0000040	OG0000015	n68																																												Syad.g_01600, Syad.g_01601						Syaj.g_00725										
N45.HOG0000041	OG0000015	n76																																																		Syaj.g_02659										
N45.HOG0000042	OG0000016	n2																																												Syad.g_00176						Syaj.g_02276										
N45.HOG0000043	OG0000016	n52																																												Syad.g_01460						Syaj.g_00590										
N45.HOG0000044	OG0000016	n76																																												Syad.g_02065						Syaj.g_01191										
N45.HOG0000045	OG0000017	n5																																												Syad.g_01084						Syaj.g_00248										
N45.HOG0000046	OG0000017	n21																																												Syad.g_01091						Syaj.g_00255										
N45.HOG0000047	OG0000018	n29																																												Syad.g_02306						Syaj.g_01413										
N45.HOG0000048	OG0000019	n53																																												Syad.g_00569						Syaj.g_02613										
N45.HOG0000049	OG0000020	n2																																												Syad.g_00845																
N45.HOG0000050	OG0000021	n4																																																		Syaj.g_00982										
N45.HOG0000051	OG0000021	n10																																												Syad.g_01835																
N45.HOG0000052	OG0000021	n11																																												Syad.g_00874						Syaj.g_00042										
N45.HOG0000053	OG0000022	n1																																												Syad.g_02090						Syaj.g_01220										
N45.HOG0000054	OG0000023	n42																																												Syad.g_01701						Syaj.g_00829										
N45.HOG0000055	OG0000023	n45																																												Syad.g_02337																
N45.HOG0000056	OG0000023	n64																																												Syad.g_01583						Syaj.g_01791										
N45.HOG0000057	OG0000024	n61																																												Syad.g_01374						Syaj.g_00500										
N45.HOG0000058	OG0000025	n0																																												Syad.g_01241						Syaj.g_00383										
N45.HOG0000059	OG0000026	n0																																												Syad.g_00198						Syaj.g_02298										
N45.HOG0000060	OG0000027	n16																																												Syad.g_01257						Syaj.g_00396										
N45.HOG0000061	OG0000028	n1																																												Syad.g_00463						Syaj.g_02506										
N45.HOG0000062	OG0000029	n1																																												Syad.g_02099						Syaj.g_01229										
N45.HOG0000063	OG0000030	n29																																												Syad.g_00328						Syaj.g_02396										
N45.HOG0000064	OG0000030	n51																																												Syad.g_00327						Syaj.g_02395										
N45.HOG0000065	OG0000031	n5																																												Syad.g_00458						Syaj.g_02501										
N45.HOG0000066	OG0000031	n48																																												Syad.g_00294																
N45.HOG0000067	OG0000032	n1																																												Syad.g_02326						Syaj.g_01432										
N45.HOG0000068	OG0000033	n0																																												Syad.g_02903						Syaj.g_01990										
N45.HOG0000069	OG0000034	n0																																												Syad.g_02420, Syad.g_02872						Syaj.g_01959										
N45.HOG0000070	OG0000035	n0																																												Syad.g_02275						Syaj.g_01378										
N45.HOG0000071	OG0000036	n14																																												Syad.g_02714, Syad.g_02715																
N45.HOG0000072	OG0000037	n32																																												Syad.g_02805						Syaj.g_01891										
N45.HOG0000073	OG0000037	n57																																																		Syaj.g_02902										
N45.HOG0000074	OG0000038	n7																																												Syad.g_03038						Syaj.g_02115										
N45.HOG0000075	OG0000039	n15																																												Syad.g_01249						Syaj.g_00392										
N45.HOG0000076	OG0000039	n34																																												Syad.g_01111						Syaj.g_00275										
