HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N0.HOG0000000	OG0000000	n1	Praa.g_01300	Prab.g_00915, Prab.g_01617	Prac.g_00159	Prad.g_00352	Prae.g_01310	Praf.g_00815, Praf.g_00814	Prag.g_01647, Prag.g_00719, Prag.g_01335	Prah.g_01346, Prah.g_01347	Prai.g_00905, Prai.g_01772	Praj.g_00419, Praj.g_01356, Praj.g_01076, Praj.g_01201, Praj.g_01271, Praj.g_01308		Pral.g_01331	Pram.g_01561	Pran.g_00582	Prao.g_01294		Praq.g_00117	Prar.g_00971	Pras.g_00184	Prat.g_00680, Prat.g_01191	Prau.g_01352	Prav.g_01736, Prav.g_01415	Praw.g_00493, Praw.g_01782, Praw.g_00961	Prax.g_01917	Pray.g_01888	Praz.g_01198	Prba.g_01174	Prbb.g_00433, Prbb.g_01318, Prbb.g_01353, Prbb.g_01119, Prbb.g_01243, Prbb.g_01400	Prbc.g_02163, Prbc.g_00103	Prbd.g_01833				Prbh.g_01853	Prbi.g_01373	Prbj.g_00166, Prbj.g_00165	Prbk.g_00167, Prbk.g_00166	Prbl.g_00118, Prbl.g_00117	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381			Syab.g_01226										Syal.g_01111, Syal.g_01832								
N0.HOG0000001	OG0000000	n40										Praj.g_01099, Praj.g_01737, Praj.g_00415, Praj.g_01204, Praj.g_01274, Praj.g_01311	Prak.g_01210	Pral.g_00040, Pral.g_01332	Pram.g_01513, Pram.g_01176			Prap.g_00494				Prat.g_01190								Prbb.g_01144, Prbb.g_01792, Prbb.g_00429, Prbb.g_01246, Prbb.g_01321, Prbb.g_01356	Prbc.g_00609, Prbc.g_00812		Prbe.g_01587	Prbf.g_00880	Prbg.g_01524	Prbh.g_01901, Prbh.g_01319					Prbm.g_01140, Prbm.g_01814, Prbm.g_01313, Prbm.g_00433, Prbm.g_01231, Prbm.g_01384	Prbn.g_01151																				
N0.HOG0000002	OG0000000	n65										Praj.g_01736																		Prbb.g_01791																																
N0.HOG0000003	OG0000000	n69																			Pras.g_00136		Prau.g_01300																																							
N0.HOG0000004	OG0000000	n74	Praa.g_01235		Prac.g_00277	Prad.g_01982					Prai.g_01612	Praj.g_00418, Praj.g_01077, Praj.g_01357, Praj.g_01730							Praq.g_01956	Prar.g_00713	Pras.g_00493		Prau.g_01665				Pray.g_01576	Praz.g_00894	Prba.g_00243	Prbb.g_01354, Prbb.g_00432, Prbb.g_01120, Prbb.g_01401, Prbb.g_01785	Prbc.g_00104, Prbc.g_02164, Prbc.g_00806	Prbd.g_01914									Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808																					
N0.HOG0000005	OG0000000	n97	Praa.g_01598, Praa.g_01244	Prab.g_00760, Prab.g_01630, Prab.g_01598	Prac.g_00292	Prad.g_00392	Prae.g_01580	Praf.g_00813	Prag.g_00721, Prag.g_01648, Prag.g_01608, Prag.g_01230, Prag.g_01348	Prah.g_01348	Prai.g_01592	Praj.g_01272, Praj.g_01309, Praj.g_01078, Praj.g_00417, Praj.g_01202				Pran.g_01423, Pran.g_00931, Pran.g_00601	Prao.g_01515		Praq.g_00026	Prar.g_00729	Pras.g_00470	Prat.g_01549	Prau.g_01648	Prav.g_01695, Prav.g_00973	Praw.g_01780, Praw.g_00494, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prax.g_01608, Prax.g_00496	Pray.g_01603	Praz.g_00921	Prba.g_00269	Prbb.g_00431, Prbb.g_01121, Prbb.g_01319, Prbb.g_01244	Prbc.g_02165	Prbd.g_01568					Prbi.g_01709	Prbj.g_00164	Prbk.g_00165	Prbl.g_00116	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436																					
N0.HOG0000006	OG0000000	n142											Prak.g_01562	Pral.g_00037	Pram.g_01511			Prap.g_01862															Prbe.g_01119	Prbf.g_00776	Prbg.g_01567	Prbh.g_01903						Prbn.g_01662																				
N0.HOG0000007	OG0000000	n149				Prad.g_01297						Praj.g_01307, Praj.g_01359, Praj.g_01732, Praj.g_01100, Praj.g_01080	Prak.g_01209, Prak.g_01563, Prak.g_01578	Pral.g_00038, Pral.g_01333	Pram.g_01512, Pram.g_01556			Prap.g_00493, Prap.g_01861, Prap.g_01846				Prat.g_01510, Prat.g_01189, Prat.g_01547								Prbb.g_01123, Prbb.g_01352, Prbb.g_01403, Prbb.g_01787, Prbb.g_01145	Prbc.g_00106, Prbc.g_00618, Prbc.g_02167, Prbc.g_00608, Prbc.g_00808		Prbe.g_01586, Prbe.g_01120, Prbe.g_01052	Prbf.g_00775, Prbf.g_00881, Prbf.g_00760	Prbg.g_01523, Prbg.g_01568, Prbg.g_01583	Prbh.g_01902, Prbh.g_01858					Prbm.g_01119, Prbm.g_01404, Prbm.g_01810, Prbm.g_01141	Prbn.g_01152, Prbn.g_01663, Prbn.g_01678																				
N0.HOG0000008	OG0000000	n166		Prab.g_00918, Prab.g_01620, Prab.g_01278, Prab.g_01597	Prac.g_00293, Prac.g_00926	Prad.g_00393, Prad.g_01435	Prae.g_01222, Prae.g_01579		Prag.g_00722, Prag.g_01213, Prag.g_01607, Prag.g_01650		Prai.g_00908, Prai.g_01234, Prai.g_01591, Prai.g_01775	Praj.g_00087				Pran.g_00579, Pran.g_00001, Pran.g_00602	Prao.g_01514, Prao.g_01029		Praq.g_00025, Praq.g_01392	Prar.g_00730, Prar.g_01204	Pras.g_00117, Pras.g_00469		Prau.g_01266, Prau.g_01647	Prav.g_01738, Prav.g_01694, Prav.g_01821	Praw.g_01779, Praw.g_00294, Praw.g_00454, Praw.g_00496	Prax.g_00259, Prax.g_01609	Pray.g_00003, Pray.g_01604	Praz.g_00694, Praz.g_00922	Prba.g_00003, Prba.g_00270	Prbb.g_00103	Prbc.g_00525	Prbd.g_01569, Prbd.g_00528					Prbi.g_01268, Prbi.g_01708																									
N0.HOG0000009	OG0000000	n179	Praa.g_01297	Prab.g_01606		Prad.g_00372, Prad.g_00349	Prae.g_01300	Praf.g_01039, Praf.g_01042	Prag.g_01626	Prah.g_01154, Prah.g_01152		Praj.g_01267				Pran.g_00593	Prao.g_01528, Prao.g_01297							Prav.g_01730, Prav.g_01715	Praw.g_00472	Prax.g_01920				Prbb.g_01313		Prbd.g_01836					Prbi.g_01370																									
N0.HOG0000010	OG0000000	n197	Praa.g_01298, Praa.g_01599	Prab.g_00917, Prab.g_01619, Prab.g_01308	Prac.g_00157, Prac.g_00290	Prad.g_00350, Prad.g_00389	Prae.g_01308, Prae.g_01581		Prag.g_01333, Prag.g_01649, Prag.g_01610		Prai.g_00907, Prai.g_01774, Prai.g_01314, Prai.g_01596					Pran.g_00580, Pran.g_00894	Prao.g_01296, Prao.g_01518		Praq.g_00115, Praq.g_00028	Prar.g_00973, Prar.g_00727	Pras.g_00182, Pras.g_00471		Prau.g_01350, Prau.g_01650	Prav.g_01413, Prav.g_01698	Praw.g_00959, Praw.g_00495, Praw.g_00457	Prax.g_01919, Prax.g_01606	Pray.g_01890, Pray.g_01602	Praz.g_01200, Praz.g_00920	Prba.g_01172, Prba.g_00268			Prbd.g_01835, Prbd.g_01567					Prbi.g_01371, Prbi.g_01710																									
N0.HOG0000011	OG0000001	n2							Prag.g_01654			Praj.g_01828												Prav.g_01748	Praw.g_00500					Prbb.g_01883	Prbc.g_00892						Prbi.g_01542, Prbi.g_01763				Prbm.g_01905, Prbm.g_01906																					
N0.HOG0000012	OG0000001	n11	Praa.g_01351		Prac.g_00202	Prad.g_00609	Prae.g_01353	Praf.g_01895, Praf.g_00818, Praf.g_01896, Praf.g_01031, Praf.g_02422, Praf.g_01293	Prag.g_01374	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prai.g_01235, Prai.g_01356	Praj.g_01549	Prak.g_01302	Pral.g_01236	Pram.g_01954, Pram.g_01953		Prao.g_01254	Prap.g_01925	Praq.g_00160	Prar.g_00926	Pras.g_00235	Prat.g_01285, Prat.g_01286	Prau.g_01394	Prav.g_01458	Praw.g_01000	Prax.g_01878	Pray.g_01844	Praz.g_01154	Prba.g_00211	Prbb.g_01611	Prbc.g_00588	Prbd.g_01779	Prbe.g_00400	Prbf.g_00068	Prbg.g_00502	Prbh.g_00001	Prbi.g_01424	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbk.g_01196, Prbk.g_00170, Prbk.g_00561, Prbk.g_02701, Prbk.g_00630	Prbl.g_00725, Prbl.g_00121, Prbl.g_02599, Prbl.g_00808, Prbl.g_02598, Prbl.g_02578	Prbm.g_01633	Prbn.g_01213	Syaa.g_02435, Syaa.g_02438, Syaa.g_02437, Syaa.g_02436, Syaa.g_02439, Syaa.g_02329	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673	Syac.g_02154, Syac.g_00341, Syac.g_00340, Syac.g_02169	Syad.g_00628, Syad.g_02863, Syad.g_02862, Syad.g_02864, Syad.g_02865, Syad.g_01238, Syad.g_00611	Syae.g_02061, Syae.g_01416, Syae.g_01417, Syae.g_02055	Syaf.g_01640, Syaf.g_00846, Syaf.g_00845, Syaf.g_01634	Syag.g_00575, Syag.g_01942, Syag.g_01943, Syag.g_00520	Syah.g_00726, Syah.g_01516, Syah.g_00040, Syah.g_00041, Syah.g_00710	Syai.g_01716, Syai.g_01197, Syai.g_02594, Syai.g_00891, Syai.g_02595, Syai.g_01729	Syaj.g_02674, Syaj.g_01948, Syaj.g_01947, Syaj.g_01949, Syaj.g_01952, Syaj.g_01950, Syaj.g_02660	Syak.g_00342, Syak.g_02139, Syak.g_02138, Syak.g_00275, Syak.g_00579	Syal.g_02193, Syal.g_02215, Syal.g_00874, Syal.g_01184	Syam.g_00946, Syam.g_02177, Syam.g_02178, Syam.g_00929	Syan.g_02267, Syan.g_02266, Syan.g_01149, Syan.g_02528	Syao.g_00314, Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615, Syap.g_00399	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413	Syar.g_00069, Syar.g_00070, Syar.g_02229	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373	Syat.g_02910, Syat.g_02911, Syat.g_02908, Syat.g_02909, Syat.g_01540, Syat.g_00878
N0.HOG0000013	OG0000001	n167	Praa.g_01220, Praa.g_01222	Prab.g_00788	Prac.g_00924, Prac.g_00925	Prad.g_01434, Prad.g_01994	Prae.g_01236, Prae.g_01223, Prae.g_01224		Prag.g_00764, Prag.g_01216, Prag.g_01215, Prag.g_01651		Prai.g_01236	Praj.g_00463, Praj.g_01861, Praj.g_01112	Prak.g_00755	Pral.g_01671, Pral.g_01296	Pram.g_00719	Pran.g_01395	Prao.g_01852, Prao.g_01529	Prap.g_00653	Praq.g_01394, Praq.g_01393	Prar.g_01202, Prar.g_01203	Pras.g_00118, Pras.g_00120, Pras.g_00541	Prat.g_00851	Prau.g_01267, Prau.g_01269	Prav.g_00962, Prav.g_01820, Prav.g_02007, Prav.g_01734	Praw.g_01739, Praw.g_01951, Praw.g_00497	Prax.g_00522	Pray.g_00247, Pray.g_00246	Praz.g_01939, Praz.g_01940	Prba.g_01081, Prba.g_01080	Prbb.g_00474, Prbb.g_01915, Prbb.g_01157	Prbc.g_01530, Prbc.g_00925	Prbd.g_01930	Prbe.g_00112	Prbf.g_00831	Prbg.g_01069	Prbh.g_00863	Prbi.g_01270				Prbm.g_00496, Prbm.g_01940, Prbm.g_01426	Prbn.g_01923																				
N0.HOG0000014	OG0000002	n1																																										Syab.g_02285	Syac.g_01084	Syad.g_00619				Syah.g_01829	Syai.g_01728	Syaj.g_02667			Syam.g_00931							
N0.HOG0000015	OG0000002	n8	Praa.g_01359		Prac.g_00210	Prad.g_00601	Prae.g_01361	Praf.g_01631	Prag.g_01382	Prah.g_00562	Prai.g_01363	Praj.g_00832	Prak.g_00908, Prak.g_00913	Pral.g_01549, Pral.g_01554	Pram.g_00873, Pram.g_00879		Prao.g_01246	Prap.g_00720, Prap.g_00715	Praq.g_00168	Prar.g_00918	Pras.g_00243	Prat.g_00977	Prau.g_01402	Prav.g_01466	Praw.g_01009	Prax.g_01870	Pray.g_01836	Praz.g_01146	Prba.g_00203	Prbb.g_00844	Prbc.g_01920	Prbd.g_01771	Prbe.g_01285, Prbe.g_01290	Prbf.g_01182, Prbf.g_01177	Prbg.g_01222, Prbg.g_01227	Prbh.g_01016, Prbh.g_01022	Prbi.g_01432	Prbj.g_02517	Prbk.g_02574	Prbl.g_01582	Prbm.g_00874	Prbn.g_01483, Prbn.g_01478																				
N0.HOG0000016	OG0000002	n42	Praa.g_00678	Prab.g_00683	Prac.g_00693	Prad.g_01252	Prae.g_00652	Praf.g_00948	Prag.g_00656	Prah.g_01226	Prai.g_00707	Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670	Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805	Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764	Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768	Pran.g_01500	Prao.g_00116	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823	Praq.g_00807	Prar.g_01508	Pras.g_01554	Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751	Prau.g_00718	Prav.g_01276	Praw.g_01844	Prax.g_00964	Pray.g_01085	Praz.g_01652	Prba.g_01639	Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683	Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759	Prbd.g_00566	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452	Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285	Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119	Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912	Prbi.g_00681	Prbj.g_00030	Prbk.g_01649	Prbl.g_01092	Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712	Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586																				
N0.HOG0000017	OG0000003	n0						Praf.g_02219, Praf.g_02463, Praf.g_01102, Praf.g_02727, Praf.g_02523, Praf.g_01086, Praf.g_02530, Praf.g_01260, Praf.g_02464, Praf.g_01101, Praf.g_01162, Praf.g_00199, Praf.g_00383, Praf.g_01762, Praf.g_02595, Praf.g_01088, Praf.g_01104, Praf.g_01995, Praf.g_00381, Praf.g_00343, Praf.g_00382, Praf.g_00473, Praf.g_01103		Prah.g_02448, Prah.g_02447, Prah.g_00270, Prah.g_01119, Prah.g_02431, Prah.g_01063, Prah.g_00269, Prah.g_00926, Prah.g_00927, Prah.g_02435, Prah.g_00281, Prah.g_01075, Prah.g_00275, Prah.g_02449, Prah.g_02433, Prah.g_00169, Prah.g_00935, Prah.g_02436, Prah.g_00271, Prah.g_00273, Prah.g_00930, Prah.g_02446, Prah.g_00226, Prah.g_00272, Prah.g_02434, Prah.g_02451, Prah.g_02432, Prah.g_01064, Prah.g_00936, Prah.g_01869, Prah.g_01005, Prah.g_01056																												Prbj.g_02017, Prbj.g_00170, Prbj.g_01574, Prbj.g_02693, Prbj.g_02694, Prbj.g_00096, Prbj.g_02605, Prbj.g_00226, Prbj.g_00059, Prbj.g_00058, Prbj.g_00079, Prbj.g_01354, Prbj.g_01356, Prbj.g_01916, Prbj.g_01831	Prbk.g_02222, Prbk.g_01375, Prbk.g_00214, Prbk.g_02704, Prbk.g_02705, Prbk.g_00332, Prbk.g_01523, Prbk.g_00695, Prbk.g_01676, Prbk.g_01675, Prbk.g_00349, Prbk.g_00999, Prbk.g_02681, Prbk.g_02121, Prbk.g_00049	Prbl.g_02177, Prbl.g_01929, Prbl.g_01308, Prbl.g_02640, Prbl.g_02639, Prbl.g_00656, Prbl.g_00202, Prbl.g_00139, Prbl.g_01063, Prbl.g_01064, Prbl.g_00673, Prbl.g_01504, Prbl.g_01502, Prbl.g_02278, Prbl.g_00920				Syab.g_01580		Syad.g_01931, Syad.g_01926, Syad.g_02599, Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996, Syad.g_01327, Syad.g_01331			Syag.g_01246, Syag.g_01565, Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561, Syag.g_01569, Syag.g_01572, Syag.g_00066, Syag.g_01564, Syag.g_00932, Syag.g_00691, Syag.g_01261, Syag.g_00931, Syag.g_01260, Syag.g_02658					Syal.g_00009, Syal.g_01214, Syal.g_02153		Syan.g_00157, Syan.g_00032, Syan.g_01063, Syan.g_01258, Syan.g_02794, Syan.g_01055		Syap.g_00679	Syaq.g_01566, Syaq.g_00887	Syar.g_00836	Syas.g_01418, Syas.g_00054	
N0.HOG0000018	OG0000004	n1	Praa.g_00695	Prab.g_00700	Prac.g_00676	Prad.g_01269	Prae.g_00669	Praf.g_01121	Prag.g_00673	Prah.g_01022	Prai.g_00724	Praj.g_01396	Prak.g_00826	Pral.g_01743	Pram.g_00789	Pran.g_01483	Prao.g_00133	Prap.g_00802	Praq.g_00824	Prar.g_01525	Pras.g_01571	Prat.g_00772	Prau.g_00735	Prav.g_01293	Praw.g_01827	Prax.g_00947	Pray.g_01068	Praz.g_01635	Prba.g_01622	Prbb.g_01450	Prbc.g_01381	Prbd.g_00549	Prbe.g_01203	Prbf.g_01264	Prbg.g_01140	Prbh.g_00933	Prbi.g_00698	Prbj.g_00754	Prbk.g_01760	Prbl.g_00021	Prbm.g_01483	Prbn.g_01565	Syaa.g_00892	Syab.g_00549, Syab.g_01193	Syac.g_00898	Syad.g_01304	Syae.g_00779	Syaf.g_01455	Syag.g_00988	Syah.g_02017	Syai.g_01994	Syaj.g_00441	Syak.g_01219, Syak.g_00720	Syal.g_01809	Syam.g_00787	Syan.g_00183	Syao.g_02374		Syaq.g_02603	Syar.g_02051	Syas.g_00176	
N0.HOG0000019	OG0000004	n53	Praa.g_00232	Prab.g_00223	Prac.g_01698	Prad.g_01759	Prae.g_00235	Praf.g_00743	Prag.g_00225	Prah.g_01413	Prai.g_00243	Praj.g_00271	Prak.g_00248	Pral.g_00809	Pram.g_00219	Pran.g_00200	Prao.g_00370	Prap.g_01480	Praq.g_01770	Prar.g_00095	Pras.g_01084	Prat.g_00236	Prau.g_00233	Prav.g_00806	Praw.g_01203	Prax.g_00986	Pray.g_00713	Praz.g_00592	Prba.g_00451	Prbb.g_00288	Prbc.g_00339	Prbd.g_01007	Prbe.g_01784	Prbf.g_01570	Prbg.g_01014	Prbh.g_00548	Prbi.g_00256	Prbj.g_01777	Prbk.g_01134	Prbl.g_01771	Prbm.g_00291	Prbn.g_00318	Syaa.g_01667, Syaa.g_02116	Syab.g_01911, Syab.g_02377	Syac.g_00948, Syac.g_01975	Syad.g_02184, Syad.g_00810	Syae.g_00042, Syae.g_02231	Syaf.g_02351, Syaf.g_02794	Syag.g_00370, Syag.g_01790	Syah.g_01967, Syah.g_00901	Syai.g_01062, Syai.g_00530	Syaj.g_01314, Syaj.g_02853	Syak.g_00003, Syak.g_02297	Syal.g_02718, Syal.g_00691	Syam.g_01499, Syam.g_00501	Syan.g_00989	Syao.g_01271, Syao.g_01007	Syap.g_01987	Syaq.g_02042, Syaq.g_01567	Syar.g_02225, Syar.g_00842	Syas.g_00509, Syas.g_00174, Syas.g_00311, Syas.g_00072	
N0.HOG0000020	OG0000005	n1	Praa.g_01648	Prab.g_01682	Prac.g_00612	Prad.g_00928	Prae.g_01636		Prag.g_01682		Prai.g_01651	Praj.g_01349				Pran.g_00983	Prao.g_01565		Praq.g_00484	Prar.g_01130	Pras.g_00563		Prau.g_01745	Prav.g_01774	Praw.g_00528	Prax.g_01546	Pray.g_01546	Praz.g_00864	Prba.g_00607	Prbb.g_01393	Prbc.g_00098	Prbd.g_01512					Prbi.g_01800						Syaa.g_00534	Syab.g_02289	Syac.g_00527	Syad.g_02639	Syae.g_01179	Syaf.g_01017	Syag.g_01708	Syah.g_02403	Syai.g_02393	Syaj.g_01736	Syak.g_02401	Syal.g_00606	Syam.g_02004	Syan.g_01423	Syao.g_01680	Syap.g_01773	Syaq.g_01658	Syar.g_02952	Syas.g_02665	Syat.g_03065
