HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N42.HOG0000000	OG0000000	n1																																										Syab.g_01226										Syal.g_01111, Syal.g_01832								
N42.HOG0000001	OG0000001	n64																																										Syab.g_01549										Syal.g_02193								
N42.HOG0000002	OG0000001	n78																																																				Syal.g_02215								
N42.HOG0000003	OG0000001	n97																																										Syab.g_02553, Syab.g_02555									Syak.g_02138	Syal.g_00874, Syal.g_01184								
N42.HOG0000004	OG0000001	n142																																										Syab.g_01509, Syab.g_01510																		
N42.HOG0000005	OG0000001	n146																																																			Syak.g_00275									
N42.HOG0000006	OG0000001	n147																																																			Syak.g_00579									
N42.HOG0000007	OG0000001	n159																																										Syab.g_00673																		
N42.HOG0000008	OG0000002	n1																																										Syab.g_02285																		
N42.HOG0000009	OG0000003	n11																																																				Syal.g_00009								
N42.HOG0000010	OG0000003	n20																																																				Syal.g_01214								
N42.HOG0000011	OG0000003	n41																																																				Syal.g_02153								
N42.HOG0000012	OG0000003	n114																																										Syab.g_01580																		
N42.HOG0000013	OG0000004	n49																																										Syab.g_00549									Syak.g_01219									
N42.HOG0000014	OG0000004	n50																																										Syab.g_01193									Syak.g_00720	Syal.g_01809								
N42.HOG0000015	OG0000004	n88																																										Syab.g_01911									Syak.g_00003	Syal.g_02718								
N42.HOG0000016	OG0000004	n108																																										Syab.g_02377									Syak.g_02297	Syal.g_00691								
N42.HOG0000017	OG0000005	n1																																										Syab.g_02289									Syak.g_02401	Syal.g_00606								
N42.HOG0000018	OG0000005	n46																																										Syab.g_02806, Syab.g_02232									Syak.g_00885, Syak.g_02436	Syal.g_00565								
N42.HOG0000019	OG0000005	n83																																										Syab.g_00981										Syal.g_01664								
N42.HOG0000020	OG0000006	n25																																										Syab.g_01849									Syak.g_00057	Syal.g_02611								
