HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N46.HOG0000000	OG0000000	n1																			Pras.g_00184		Prau.g_01352																																							
N46.HOG0000001	OG0000000	n69																			Pras.g_00136		Prau.g_01300																																							
N46.HOG0000002	OG0000000	n74																			Pras.g_00493		Prau.g_01665																																							
N46.HOG0000003	OG0000000	n99																			Pras.g_00470		Prau.g_01648																																							
N46.HOG0000004	OG0000000	n176																			Pras.g_00117, Pras.g_00469		Prau.g_01266, Prau.g_01647																																							
N46.HOG0000005	OG0000000	n204																			Pras.g_00182		Prau.g_01350																																							
N46.HOG0000006	OG0000000	n218																			Pras.g_00471		Prau.g_01650																																							
N46.HOG0000007	OG0000001	n11																			Pras.g_00235		Prau.g_01394																																							
N46.HOG0000008	OG0000001	n220																			Pras.g_00118		Prau.g_01267																																							
N46.HOG0000009	OG0000001	n221																			Pras.g_00120		Prau.g_01269																																							
N46.HOG0000010	OG0000001	n223																			Pras.g_00541																																									
N46.HOG0000011	OG0000002	n8																			Pras.g_00243		Prau.g_01402																																							
N46.HOG0000012	OG0000002	n42																			Pras.g_01554		Prau.g_00718																																							
N46.HOG0000013	OG0000004	n1																			Pras.g_01571		Prau.g_00735																																							
N46.HOG0000014	OG0000004	n53																			Pras.g_01084		Prau.g_00233																																							
N46.HOG0000015	OG0000005	n1																			Pras.g_00563		Prau.g_01745																																							
N46.HOG0000016	OG0000005	n41																			Pras.g_00429		Prau.g_01607																																							
N46.HOG0000017	OG0000006	n0																			Pras.g_00148, Pras.g_01093		Prau.g_01316																																							
N46.HOG0000018	OG0000007	n1																			Pras.g_01375		Prau.g_00538																																							
N46.HOG0000019	OG0000007	n56																			Pras.g_00550		Prau.g_01732																																							
N46.HOG0000020	OG0000008	n2																					Prau.g_00781																																							
N46.HOG0000021	OG0000008	n86																			Pras.g_01548		Prau.g_00712																																							
N46.HOG0000022	OG0000009	n7																			Pras.g_00157		Prau.g_01324																																							
N46.HOG0000023	OG0000009	n31																			Pras.g_00463		Prau.g_01641																																							
N46.HOG0000024	OG0000009	n56																			Pras.g_00956		Prau.g_00106																																							
N46.HOG0000025	OG0000010	n1																			Pras.g_01352		Prau.g_00515																																							
N46.HOG0000026	OG0000010	n51																			Pras.g_00523		Prau.g_01698																																							
N46.HOG0000027	OG0000010	n57																			Pras.g_01942		Prau.g_01096																																							
N46.HOG0000028	OG0000011	n18																			Pras.g_00176																																									
N46.HOG0000029	OG0000011	n30																			Pras.g_01289																																									
N46.HOG0000030	OG0000011	n67																			Pras.g_00142		Prau.g_01307																																							
N46.HOG0000031	OG0000011	n77																			Pras.g_00166		Prau.g_01335																																							
N46.HOG0000032	OG0000012	n0																			Pras.g_01499		Prau.g_00663																																							
N46.HOG0000033	OG0000013	n0																			Pras.g_01179		Prau.g_00329																																							
N46.HOG0000034	OG0000014	n2																			Pras.g_01158		Prau.g_00308																																							
N46.HOG0000035	OG0000014	n60																			Pras.g_00304																																									
N46.HOG0000036	OG0000014	n73																					Prau.g_01470																																							
N46.HOG0000037	OG0000015	n8																			Pras.g_00127		Prau.g_00817																																							
N46.HOG0000038	OG0000016	n2																			Pras.g_00855		Prau.g_00013																																							
N46.HOG0000039	OG0000017	n0																			Pras.g_01474		Prau.g_00636																																							
N46.HOG0000040	OG0000018	n1																			Pras.g_01728		Prau.g_00881																																							
N46.HOG0000041	OG0000018	n29																			Pras.g_00037		Prau.g_01188																																							
N46.HOG0000042	OG0000019	n2																			Pras.g_01101		Prau.g_00251																																							
N46.HOG0000043	OG0000019	n26																			Pras.g_01681		Prau.g_00834																																							
N46.HOG0000044	OG0000020	n7																			Pras.g_00001		Prau.g_01153																																							
N46.HOG0000045	OG0000020	n37																			Pras.g_00530		Prau.g_01704																																							
N46.HOG0000046	OG0000021	n50																			Pras.g_00507		Prau.g_01680																																							
N46.HOG0000047	OG0000021	n62																			Pras.g_01218		Prau.g_00367																																							
N46.HOG0000048	OG0000022	n1																			Pras.g_00019		Prau.g_01170																																							
N46.HOG0000049	OG0000022	n47																			Pras.g_01662		Prau.g_00814																																							
N46.HOG0000050	OG0000023	n0																			Pras.g_01213		Prau.g_00362																																							
N46.HOG0000051	OG0000024	n6																			Pras.g_01645		Prau.g_00796																																							
N46.HOG0000052	OG0000024	n34																			Pras.g_01551		Prau.g_00715																																							
N46.HOG0000053	OG0000025	n27																			Pras.g_01183		Prau.g_00333																																							
N46.HOG0000054	OG0000025	n53																			Pras.g_01735		Prau.g_00888																																							
N46.HOG0000055	OG0000026	n30																			Pras.g_00873		Prau.g_00030																																							
N46.HOG0000056	OG0000026	n51																			Pras.g_01949		Prau.g_01103																																							
N46.HOG0000057	OG0000027	n43																			Pras.g_01348																																									
N46.HOG0000058	OG0000027	n59																			Pras.g_00185		Prau.g_01353																																							
N46.HOG0000059	OG0000028	n21																			Pras.g_00169		Prau.g_01338																																							
N46.HOG0000060	OG0000028	n46																			Pras.g_01172		Prau.g_00322																																							
N46.HOG0000061	OG0000029	n16																			Pras.g_01653		Prau.g_00804																																							
N46.HOG0000062	OG0000029	n42																			Pras.g_01228		Prau.g_00378																																							
N46.HOG0000063	OG0000030	n0																			Pras.g_00753		Prau.g_01935																																							
N46.HOG0000064	OG0000031	n51																					Prau.g_01431, Prau.g_01469																																							
N46.HOG0000065	OG0000031	n60																			Pras.g_00331																																									
N46.HOG0000066	OG0000032	n41																					Prau.g_01475, Prau.g_01446																																							
N46.HOG0000067	OG0000033	n6																					Prau.g_01465																																							
N46.HOG0000068	OG0000033	n50																			Pras.g_01020		Prau.g_00170																																							
