HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N32.HOG0000000	OG0000001	n67																																																							Syao.g_00314					
N32.HOG0000001	OG0000001	n97																																																						Syan.g_02266	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558					
N32.HOG0000002	OG0000001	n141																																																						Syan.g_01149						
N32.HOG0000003	OG0000001	n159																																																						Syan.g_02528						
N32.HOG0000004	OG0000003	n3																																																						Syan.g_00157						
N32.HOG0000005	OG0000003	n7																																																						Syan.g_00032						
N32.HOG0000006	OG0000003	n41																																																						Syan.g_01063, Syan.g_01258, Syan.g_02794, Syan.g_01055						
N32.HOG0000007	OG0000004	n1																																																						Syan.g_00183	Syao.g_02374					
N32.HOG0000008	OG0000004	n90																																																							Syao.g_01271					
N32.HOG0000009	OG0000004	n91																																																						Syan.g_00989	Syao.g_01007					
N32.HOG0000010	OG0000005	n1																																																						Syan.g_01423	Syao.g_01680					
N32.HOG0000011	OG0000005	n42																																																							Syao.g_00293					
N32.HOG0000012	OG0000005	n46																																																						Syan.g_01378	Syao.g_01578					
N32.HOG0000013	OG0000005	n83																																																						Syan.g_00449	Syao.g_01210					
N32.HOG0000014	OG0000006	n25																																																						Syan.g_00791	Syao.g_00919					
N32.HOG0000015	OG0000006	n44																																																						Syan.g_00057, Syan.g_00936	Syao.g_01518					
N32.HOG0000016	OG0000006	n48																																																						Syan.g_01505, Syan.g_02101, Syan.g_02441						
N32.HOG0000017	OG0000007	n1																																																						Syan.g_02743	Syao.g_00105					
N32.HOG0000018	OG0000007	n56																																																						Syan.g_01400	Syao.g_01554					
N32.HOG0000019	OG0000008	n2																																																						Syan.g_00640, Syan.g_02532						
N32.HOG0000020	OG0000008	n46																																																						Syan.g_00641, Syan.g_02531	Syao.g_01321					
N32.HOG0000021	OG0000009	n56																																																							Syao.g_02598					
N32.HOG0000022	OG0000010	n23																																																						Syan.g_02847	Syao.g_02683					
N32.HOG0000023	OG0000012	n75																																																						Syan.g_01076, Syan.g_00452, Syan.g_02349, Syan.g_02485	Syao.g_01193					
N32.HOG0000024	OG0000012	n80																																																						Syan.g_00008	Syao.g_01335					
N32.HOG0000025	OG0000012	n84																																																						Syan.g_00942	Syao.g_01045					
N32.HOG0000026	OG0000012	n88																																																							Syao.g_00201					
N32.HOG0000027	OG0000013	n39																																																							Syao.g_01910					
N32.HOG0000028	OG0000013	n65																																																						Syan.g_02156, Syan.g_02159						
N32.HOG0000029	OG0000013	n72																																																						Syan.g_00101						
N32.HOG0000030	OG0000013	n73																																																							Syao.g_01844					
N32.HOG0000031	OG0000014	n2																																																						Syan.g_01987	Syao.g_02027					
N32.HOG0000032	OG0000014	n60																																																							Syao.g_01136					
N32.HOG0000033	OG0000015	n43																																																						Syan.g_01691						
N32.HOG0000034	OG0000015	n57																																																						Syan.g_00248						
N32.HOG0000035	OG0000015	n63																																																							Syao.g_00302					
N32.HOG0000036	OG0000016	n2																																																						Syan.g_01766	Syao.g_01955					
N32.HOG0000037	OG0000016	n53																																																						Syan.g_02598						
N32.HOG0000038	OG0000016	n72																																																						Syan.g_00440						
N32.HOG0000039	OG0000017	n12																																																						Syan.g_01006	Syao.g_00997					
N32.HOG0000040	OG0000017	n21																																																						Syan.g_01013	Syao.g_01064					
N32.HOG0000041	OG0000018	n29																																																						Syan.g_02816	Syao.g_00071					
N32.HOG0000042	OG0000019	n53																																																						Syan.g_02088	Syao.g_02108					
N32.HOG0000043	OG0000021	n7																																																						Syan.g_01001	Syao.g_01002					
