HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N55.HOG0000000	OG0000001	n46																																														Syaf.g_01640			Syai.g_01716				Syam.g_00946							
N55.HOG0000001	OG0000001	n78																																														Syaf.g_00846			Syai.g_01197, Syai.g_02594				Syam.g_02177							
N55.HOG0000002	OG0000001	n112																																																	Syai.g_00891				Syam.g_02178							
N55.HOG0000003	OG0000001	n114																																														Syaf.g_00845			Syai.g_02595											
N55.HOG0000004	OG0000001	n141																																														Syaf.g_01634			Syai.g_01729				Syam.g_00929							
N55.HOG0000005	OG0000002	n1																																																	Syai.g_01728				Syam.g_00931							
N55.HOG0000006	OG0000004	n1																																														Syaf.g_01455			Syai.g_01994				Syam.g_00787							
N55.HOG0000007	OG0000004	n88																																														Syaf.g_02351			Syai.g_01062				Syam.g_01499							
N55.HOG0000008	OG0000004	n108																																														Syaf.g_02794			Syai.g_00530				Syam.g_00501							
N55.HOG0000009	OG0000005	n1																																														Syaf.g_01017			Syai.g_02393				Syam.g_02004							
N55.HOG0000010	OG0000005	n46																																														Syaf.g_01057			Syai.g_02356				Syam.g_01970							
N55.HOG0000011	OG0000005	n91																																														Syaf.g_01352			Syai.g_02068				Syam.g_00715							
N55.HOG0000012	OG0000005	n93																																														Syaf.g_01732			Syai.g_01611				Syam.g_01029							
N55.HOG0000013	OG0000006	n25																																														Syaf.g_02288			Syai.g_01126				Syam.g_01446							
N55.HOG0000014	OG0000006	n48																																														Syaf.g_00179, Syaf.g_02778			Syai.g_00317, Syai.g_00547				Syam.g_00286, Syam.g_00518							
N55.HOG0000015	OG0000007	n1																																														Syaf.g_02702			Syai.g_00657				Syam.g_00602							
N55.HOG0000016	OG0000007	n56																																														Syaf.g_01033			Syai.g_02378				Syam.g_01990							
N55.HOG0000017	OG0000008	n2																																														Syaf.g_01479			Syai.g_01956				Syam.g_00810							
N55.HOG0000018	OG0000008	n46																																														Syaf.g_01480			Syai.g_01955				Syam.g_00811							
N55.HOG0000019	OG0000009	n54																																																	Syai.g_01626											
N55.HOG0000020	OG0000009	n78																																														Syaf.g_00905			Syai.g_02541				Syam.g_02119							
N55.HOG0000021	OG0000010	n23																																														Syaf.g_02499			Syai.g_00864				Syam.g_01669							
N55.HOG0000022	OG0000011	n1																																														Syaf.g_01532			Syai.g_01894, Syai.g_00582											
N55.HOG0000023	OG0000011	n86																																														Syaf.g_01483			Syai.g_01952				Syam.g_00814							
N55.HOG0000024	OG0000012	n20																																																	Syai.g_01068				Syam.g_01492							
N55.HOG0000025	OG0000012	n52																																														Syaf.g_01353, Syaf.g_01833, Syaf.g_01462			Syai.g_01987				Syam.g_00794							
N55.HOG0000026	OG0000012	n69																																														Syaf.g_01693			Syai.g_01529, Syai.g_01650				Syam.g_00994							
N55.HOG0000027	OG0000013	n39																																														Syaf.g_00056			Syai.g_00442				Syam.g_00409							
N55.HOG0000028	OG0000013	n52																																														Syaf.g_00044			Syai.g_00450				Syam.g_00421							
N55.HOG0000029	OG0000013	n62																																														Syaf.g_00061			Syai.g_00436				Syam.g_00404							
N55.HOG0000030	OG0000014	n2																																														Syaf.g_00280			Syai.g_00220				Syam.g_00191							
N55.HOG0000031	OG0000015	n68																																														Syaf.g_02120			Syai.g_01246				Syam.g_01218							
N55.HOG0000032	OG0000015	n76																																														Syaf.g_02121			Syai.g_01245				Syam.g_01362							
N55.HOG0000033	OG0000016	n2																																														Syaf.g_00484			Syai.g_00014				Syam.g_00014							
N55.HOG0000034	OG0000016	n52																																														Syaf.g_01576			Syai.g_01785				Syam.g_00876							
N55.HOG0000035	OG0000016	n76																																														Syaf.g_01713			Syai.g_01632				Syam.g_01011							
N55.HOG0000036	OG0000017	n5																																														Syaf.g_02561			Syai.g_00801				Syam.g_01715							
N55.HOG0000037	OG0000017	n21																																														Syaf.g_02554			Syai.g_00808				Syam.g_01708							
N55.HOG0000038	OG0000018	n29																																														Syaf.g_02451			Syai.g_00915				Syam.g_01640							
N55.HOG0000039	OG0000019	n53																																														Syaf.g_00193			Syai.g_00304				Syam.g_00274							
N55.HOG0000040	OG0000020	n2																																														Syaf.g_02187			Syai.g_00476											
N55.HOG0000041	OG0000021	n4																																														Syaf.g_01726														
N55.HOG0000042	OG0000021	n11																																														Syaf.g_02773			Syai.g_00556				Syam.g_00523							
N55.HOG0000043	OG0000022	n1																																														Syaf.g_02256			Syai.g_01159				Syam.g_01418							
N55.HOG0000044	OG0000023	n53																																																	Syai.g_01027, Syai.g_01875, Syai.g_02821											
N55.HOG0000045	OG0000023	n56																																																	Syai.g_01681				Syam.g_01553							
N55.HOG0000046	OG0000023	n58																																														Syaf.g_01765			Syai.g_01022				Syam.g_01583							
N55.HOG0000047	OG0000023	n60																																														Syaf.g_01987							Syam.g_01075							
N55.HOG0000048	OG0000023	n64																																														Syaf.g_01995			Syai.g_02318				Syam.g_01943							
N55.HOG0000049	OG0000024	n61																																														Syaf.g_01484			Syai.g_01951				Syam.g_00815							
N55.HOG0000050	OG0000025	n0																																														Syaf.g_01385			Syai.g_02044				Syam.g_00740							
N55.HOG0000051	OG0000026	n0																																														Syaf.g_00461			Syai.g_00038				Syam.g_00035							
N55.HOG0000052	OG0000027	n10																																														Syaf.g_02284			Syai.g_01128				Syam.g_01442							
N55.HOG0000053	OG0000027	n16																																														Syaf.g_01688			Syai.g_01654				Syam.g_00989							
N55.HOG0000054	OG0000028	n1																																														Syaf.g_00297			Syai.g_00205				Syam.g_00176							
N55.HOG0000055	OG0000029	n4																																																	Syai.g_01035				Syam.g_01390							
N55.HOG0000056	OG0000029	n6																																														Syaf.g_01761			Syai.g_01584				Syam.g_01055							
N55.HOG0000057	OG0000030	n29																																														Syaf.g_00406			Syai.g_00096				Syam.g_00104							
N55.HOG0000058	OG0000030	n51																																														Syaf.g_00407			Syai.g_00095				Syam.g_00103							
N55.HOG0000059	OG0000031	n5																																														Syaf.g_00314			Syai.g_00197				Syam.g_00171							
N55.HOG0000060	OG0000031	n49																																																					Syam.g_00086							
N55.HOG0000061	OG0000032	n1																																														Syaf.g_02471			Syai.g_00895				Syam.g_01660							
N55.HOG0000062	OG0000032	n41																																																					Syam.g_00079							
N55.HOG0000063	OG0000033	n0																																														Syaf.g_00807			Syai.g_02634				Syam.g_02217							
N55.HOG0000064	OG0000034	n0																																														Syaf.g_01241, Syaf.g_00837			Syai.g_02192, Syai.g_02604				Syam.g_02185, Syam.g_01843, Syam.g_02187							
N55.HOG0000065	OG0000035	n0																																														Syaf.g_02412			Syai.g_00955				Syam.g_01612							
N55.HOG0000066	OG0000036	n14																																																	Syai.g_01848											
N55.HOG0000067	OG0000036	n30																																														Syaf.g_01128, Syaf.g_01829, Syaf.g_01129, Syaf.g_01828														
N55.HOG0000068	OG0000036	n34																																														Syaf.g_01127														
N55.HOG0000069	OG0000037	n32																																														Syaf.g_00899			Syai.g_02544				Syam.g_02125							
N55.HOG0000070	OG0000037	n57																																																	Syai.g_02815											
N55.HOG0000071	OG0000038	n7																																														Syaf.g_00642			Syai.g_02780				Syam.g_02317							
N55.HOG0000072	OG0000039	n15																																														Syaf.g_01395			Syai.g_02034				Syam.g_00749							
N55.HOG0000073	OG0000040	n36																																														Syaf.g_00558			Syai.g_02876				Syam.g_02390							
N55.HOG0000074	OG0000041	n37																																														Syaf.g_01171			Syai.g_02265				Syam.g_01899							
N55.HOG0000075	OG0000041	n55																																														Syaf.g_01414			Syai.g_02016				Syam.g_00765							
N55.HOG0000076	OG0000042	n0																																														Syaf.g_00403			Syai.g_00099				Syam.g_00107							
N55.HOG0000077	OG0000043	n31																																														Syaf.g_01747			Syai.g_01599				Syam.g_01041							
N55.HOG0000078	OG0000044	n25																																														Syaf.g_01358, Syaf.g_01992														
N55.HOG0000079	OG0000044	n29																																																					Syam.g_02052							
N55.HOG0000080	OG0000044	n55																																														Syaf.g_01400														
N55.HOG0000081	OG0000044	n64																																																	Syai.g_00833				Syam.g_01562							
N55.HOG0000082	OG0000045	n2																																														Syaf.g_00979			Syai.g_02432				Syam.g_02028							
N55.HOG0000083	OG0000046	n15																																														Syaf.g_00055			Syai.g_00443				Syam.g_00410							
N55.HOG0000084	OG0000046	n27																																														Syaf.g_00045			Syai.g_00449				Syam.g_00420							
N55.HOG0000085	OG0000046	n38																																														Syaf.g_00062			Syai.g_00435				Syam.g_00403							
N55.HOG0000086	OG0000047	n54																																														Syaf.g_00030			Syai.g_00462				Syam.g_00434							
N55.HOG0000087	OG0000048	n0																																														Syaf.g_00230			Syai.g_00272				Syam.g_00243							
N55.HOG0000088	OG0000050	n6																																														Syaf.g_01770			Syai.g_01893											
N55.HOG0000089	OG0000050	n33																																																	Syai.g_01332											
N55.HOG0000090	OG0000051	n4																																														Syaf.g_00972														
