locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prak.g_00001	gene	1158	dnaN			
Prak.g_00001	CDS	1158	dnaN		COG0592	Beta sliding clamp
Prak.g_00002	gene	747				
Prak.g_00002	CDS	747				hypothetical protein
Prak.g_00003	gene	2418	purL			
Prak.g_00003	CDS	2418	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Prak.g_00004	gene	1458	purF			
Prak.g_00004	CDS	1458	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Prak.g_00005	gene	2487	gyrA_1			
Prak.g_00005	CDS	2487	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
Prak.g_00006	gene	876	bepA			
Prak.g_00006	CDS	876	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
Prak.g_00007	gene	963	queG			
Prak.g_00007	CDS	963	queG	1.17.99.6		Epoxyqueuosine reductase
Prak.g_00008	gene	750				
Prak.g_00008	CDS	750				hypothetical protein
Prak.g_00009	gene	636	nusB			
Prak.g_00009	CDS	636	nusB			Transcription antitermination protein NusB
Prak.g_00010	gene	1296	ftsY			
Prak.g_00010	CDS	1296	ftsY			Signal recognition particle receptor FtsY
Prak.g_00011	gene	1410				
Prak.g_00011	CDS	1410				hypothetical protein
Prak.g_00012	gene	1398	argH			
Prak.g_00012	CDS	1398	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Prak.g_00013	gene	759				
Prak.g_00013	CDS	759				hypothetical protein
Prak.g_00014	gene	1002	dusA			
Prak.g_00014	CDS	1002	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Prak.g_00015	gene	501	msrB			
Prak.g_00015	CDS	501	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
Prak.g_00016	gene	729	grpE			
Prak.g_00016	CDS	729	grpE			Protein GrpE
Prak.g_00017	gene	1137	dnaJ_1			
Prak.g_00017	CDS	1137	dnaJ_1		COG0484	Chaperone protein DnaJ
Prak.g_00018	gene	231				
Prak.g_00018	CDS	231				hypothetical protein
Prak.g_00019	gene	930	rsgA			
Prak.g_00019	CDS	930	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
Prak.g_00020	gene	348				
Prak.g_00020	CDS	348			COG0718	Nucleoid-associated protein
Prak.g_00021	gene	885	murB			
Prak.g_00021	CDS	885	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Prak.g_00022	gene	1359	murC			
Prak.g_00022	CDS	1359	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
Prak.g_00023	gene	1023	gap2			
Prak.g_00023	CDS	1023	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
Prak.g_00024	gene	1002	thiL			
Prak.g_00024	CDS	1002	thiL	2.7.4.16		Thiamine-monophosphate kinase
Prak.g_00025	gene	1077				
Prak.g_00025	CDS	1077				hypothetical protein
Prak.g_00026	gene	624	efp			
Prak.g_00026	CDS	624	efp			Elongation factor P
Prak.g_00027	gene	516	accB			
Prak.g_00027	CDS	516	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Prak.g_00028	gene	1029	pdxA2			
Prak.g_00028	CDS	1029	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
Prak.g_00029	gene	147				
Prak.g_00029	CDS	147				hypothetical protein
Prak.g_00030	gene	894				
Prak.g_00030	CDS	894				hypothetical protein
Prak.g_00031	gene	222				
Prak.g_00031	CDS	222				hypothetical protein
Prak.g_00032	gene	393				
Prak.g_00032	CDS	393				hypothetical protein
Prak.g_00033	gene	264				
Prak.g_00033	CDS	264				hypothetical protein
Prak.g_00034	gene	372				
Prak.g_00034	CDS	372				hypothetical protein
Prak.g_00035	gene	288				
Prak.g_00035	CDS	288				hypothetical protein
Prak.g_00036	gene	1155				
Prak.g_00036	CDS	1155		1.12.-.-		Soluble hydrogenase 42 kDa subunit
Prak.g_00037	gene	1146	cbiD			
Prak.g_00037	CDS	1146	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
Prak.g_00038	gene	1587	guaA			
Prak.g_00038	CDS	1587	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
Prak.g_00039	gene	153				
Prak.g_00039	CDS	153				hypothetical protein
Prak.g_00040	gene	612				
Prak.g_00040	CDS	612				hypothetical protein
Prak.g_00041	gene	360				
Prak.g_00041	CDS	360				hypothetical protein
Prak.g_00042	gene	1788	mrdA			
Prak.g_00042	CDS	1788	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
Prak.g_00043	gene	234				
Prak.g_00043	CDS	234				hypothetical protein
Prak.g_00044	gene	534				
Prak.g_00044	CDS	534				hypothetical protein
Prak.g_00045	gene	1845	dfa3_1			
Prak.g_00045	CDS	1845	dfa3_1	1.-.-.-		Putative diflavin flavoprotein A 3
Prak.g_00046	gene	1773	dfa1			
Prak.g_00046	CDS	1773	dfa1	1.-.-.-		Diflavin flavoprotein A 1
Prak.g_00047	gene	870				
Prak.g_00047	CDS	870				hypothetical protein
Prak.g_00048	gene	3189	rapA			
Prak.g_00048	CDS	3189	rapA	3.6.4.-		RNA polymerase-associated protein RapA
Prak.g_00049	gene	2679	alaS			
Prak.g_00049	CDS	2679	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
Prak.g_00050	gene	1947	speA_1			
Prak.g_00050	CDS	1947	speA_1	4.1.1.19		Biosynthetic arginine decarboxylase
Prak.g_00051	gene	513	ndk			
Prak.g_00051	CDS	513	ndk	2.7.4.6		Nucleoside diphosphate kinase
Prak.g_00052	gene	1113	dadA			
Prak.g_00052	CDS	1113	dadA	1.4.99.-		D-amino acid dehydrogenase
Prak.g_00053	gene	1479	gatB			
Prak.g_00053	CDS	1479	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
Prak.g_00054	gene	489	coaE			
Prak.g_00054	CDS	489	coaE	2.7.1.24		Dephospho-CoA kinase
Prak.g_00055	gene	114				
Prak.g_00055	CDS	114				hypothetical protein
Prak.g_00056	gene	1242	argJ			
Prak.g_00056	CDS	1242	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
Prak.g_00057	gene	633				
Prak.g_00057	CDS	633				hypothetical protein
Prak.g_00058	gene	1833	pglK_1			
Prak.g_00058	CDS	1833	pglK_1	7.5.2.5	COG1132	Protein glycosylation K
Prak.g_00059	gene	1224				
Prak.g_00059	CDS	1224				hypothetical protein
Prak.g_00060	gene	1965	asnB			
Prak.g_00060	CDS	1965	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
Prak.g_00061	gene	1599	arnT_1			
Prak.g_00061	CDS	1599	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
Prak.g_00062	gene	1395	arnC_1			
Prak.g_00062	CDS	1395	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Prak.g_00063	gene	942				
Prak.g_00063	CDS	942				hypothetical protein
Prak.g_00064	gene	2430				
Prak.g_00064	CDS	2430				hypothetical protein
Prak.g_00065	gene	1128	gmd			
Prak.g_00065	CDS	1128	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
Prak.g_00066	gene	1005	fcl_1			
Prak.g_00066	CDS	1005	fcl_1	1.1.1.271	COG0451	GDP-L-fucose synthase
Prak.g_00067	gene	312	ssrA			
Prak.g_00067	tmRNA	312	ssrA			transfer-messenger RNA, SsrA
Prak.g_00068	gene	1149	rlmL			
Prak.g_00068	CDS	1149	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
Prak.g_00069	gene	387				
Prak.g_00069	CDS	387				hypothetical protein
Prak.g_00070	gene	465				
Prak.g_00070	CDS	465				hypothetical protein
Prak.g_00071	gene	132				
Prak.g_00071	CDS	132				hypothetical protein
Prak.g_00072	gene	207				
Prak.g_00072	CDS	207				hypothetical protein
Prak.g_00073	gene	381				
Prak.g_00073	CDS	381				hypothetical protein
Prak.g_00074	gene	3555	smc			
Prak.g_00074	CDS	3555	smc		COG1196	Chromosome partition protein Smc
Prak.g_00075	gene	1035				
Prak.g_00075	CDS	1035				hypothetical protein
Prak.g_00076	gene	1245	lpxB_1			
Prak.g_00076	CDS	1245	lpxB_1	2.4.1.182		Lipid-A-disaccharide synthase
Prak.g_00077	gene	84				
Prak.g_00077	tRNA	84				tRNA-Leu(aag)
Prak.g_00078	gene	1350	accC			
Prak.g_00078	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
Prak.g_00079	gene	237				
Prak.g_00079	CDS	237				hypothetical protein
Prak.g_00080	gene	168	psbX			
Prak.g_00080	CDS	168	psbX			Photosystem II reaction center X protein
Prak.g_00081	gene	1059				
Prak.g_00081	CDS	1059				hypothetical protein
Prak.g_00082	gene	249				
Prak.g_00082	CDS	249				hypothetical protein
Prak.g_00083	gene	1989				
Prak.g_00083	CDS	1989				hypothetical protein
Prak.g_00084	gene	342				
Prak.g_00084	CDS	342		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
Prak.g_00085	gene	612	def			
Prak.g_00085	CDS	612	def	3.5.1.88		Peptide deformylase
Prak.g_00086	gene	1959				
Prak.g_00086	CDS	1959				hypothetical protein
Prak.g_00087	gene	1254	csd			
Prak.g_00087	CDS	1254	csd	2.8.1.7		putative cysteine desulfurase
Prak.g_00088	gene	1218	sufD			
Prak.g_00088	CDS	1218	sufD		COG0719	FeS cluster assembly protein SufD
Prak.g_00089	gene	792	sufC			
Prak.g_00089	CDS	792	sufC		COG0396	Vegetative protein 296
Prak.g_00090	gene	1443	sufB			
Prak.g_00090	CDS	1443	sufB		COG0719	FeS cluster assembly protein SufB
Prak.g_00091	gene	378				
Prak.g_00091	CDS	378				hypothetical protein
Prak.g_00092	gene	1098				
Prak.g_00092	CDS	1098				hypothetical protein
Prak.g_00093	gene	171				
Prak.g_00093	CDS	171				hypothetical protein
Prak.g_00094	gene	1659	pgm			
Prak.g_00094	CDS	1659	pgm	5.4.2.2	COG0033	Phosphoglucomutase
Prak.g_00095	gene	1341	rarA			
Prak.g_00095	CDS	1341	rarA		COG2256	Replication-associated recombination protein A
Prak.g_00096	gene	603				
Prak.g_00096	CDS	603				hypothetical protein
Prak.g_00097	gene	483	bcp			
Prak.g_00097	CDS	483	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
Prak.g_00098	gene	741	coaX			
Prak.g_00098	CDS	741	coaX	2.7.1.33		Type III pantothenate kinase
Prak.g_00099	gene	765	cysH			
Prak.g_00099	CDS	765	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
Prak.g_00100	gene	1185	ndbB			
Prak.g_00100	CDS	1185	ndbB	1.6.5.12		Demethylphylloquinone reductase NdbB
Prak.g_00101	gene	129				
Prak.g_00101	CDS	129				hypothetical protein
Prak.g_00102	gene	1821				
Prak.g_00102	CDS	1821				hypothetical protein
Prak.g_00103	gene	1404	ktrB			
Prak.g_00103	CDS	1404	ktrB		COG0168	Ktr system potassium uptake protein B
Prak.g_00104	gene	705	ktrA			
Prak.g_00104	CDS	705	ktrA		COG0569	Ktr system potassium uptake protein A
Prak.g_00105	gene	1134	anmK			
Prak.g_00105	CDS	1134	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
Prak.g_00106	gene	300				
Prak.g_00106	CDS	300				hypothetical protein
Prak.g_00107	gene	366				
Prak.g_00107	CDS	366				hypothetical protein
Prak.g_00108	gene	231				
Prak.g_00108	CDS	231				hypothetical protein
Prak.g_00109	gene	180				
Prak.g_00109	CDS	180				hypothetical protein
Prak.g_00110	gene	1737	yheS			
Prak.g_00110	CDS	1737	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
Prak.g_00111	gene	1176	hhoA_1			
